NO	GN	AGE	EDU	HHM	HHW	IWORK	IOPW	IRTEH	RESTEHP	IWTEH	ITT	HHINC	IEVAL	PHU	MAIN_MODE	SEC_MODE	TTSTA	STOP	TAXI	HHCOW	CAR_TT	CAR_CO	CAR_WT	PT_TT	PT_CO	PT_WT	AT_TT	AT_CO	AT_WT	T_TT	T_CO	T_WT	AirportToHotelCHOICE	WILLP	W_CAR_TT	W_CAR_CO	W_CAR_WT	W_PT_TT	W_PT_CO	W_PT_WT	W_AT_TT	W_AT_CO	W_AT_WT	W_T_TT	W_T_CO	W_T_WT	WorkTrip_CHOICE	REC_CAR_TT	REC_CAR_CO	REC_CAR_WT	REC_AT_TT	REC_AT_CO	REC_AT_WT	REC_T_TT	REC_T_CO	REC_T_WT	RecTripCHOICE	ID	MEHTR	EMTR	TaxiMoreComfortableThanAuto	NeedCarAtWork	PreferNotToDrive	EcoSysFriendly	PreferToUsePT	TaxiWaitingTime	PreferWalking	PreferAuto	StressfulWhilePassanger	ParkingNotAvailable	PreferToRenACar	PreferTaxi	UsedCruise	PreferElectricAuto	PreferHybridAuto	TrustAutoDrive	UsingSiriORAlexa	TrustCruise	UseGoogleMas	UsingTimeINAuto	FacingTraffic	SharedApp	BeingOnTimeMatters	ATUsingCamera	TalkingToOperator	LandOperatorControl	ATWorkWithTaxi	MobileIsImportant	RecreationRatherWork	TechnologyMatter	WorryAboutPrivacy	WaitingForNewBrandTech	SharingTripIsOk	EconomicalSatisfied
816	1	3	2	5	3	5	6	1	2	1	1	6	2	4	1	4	1	2	3	3	100	95	15	85	10	20	15	600	7	110	150	10	3	5	90	50	4	70	5	15	15	600	7	90	150	10	4	115	85	10	15	600	7	110	140	10	1	98	0	1	4	4	4	4	5	4	5	1	4	2	4	3	3	5	5	4	4	4	5	4	4	5	5	5	4	5	5	5	2	5	4	2	2	2
817	2	3	2	5	3	2	5	1	18	1	3	4	2	1	3	2	2	1	4	0	75	70	7	110	20	20	20	600	10	70	120	5	4	1	75	30	2	85	15	15	20	400	10	70	120	5	4	80	60	5	20	600	10	70	110	5	1	99	4	0	4	4	4	4	4	2	4	2	2	4	4	3	3	4	4	4	4	4	4	4	3	4	4	4	4	1	4	3	3	4	2	4	4	4
818	2	3	2	5	3	2	5	1	18	1	3	4	2	1	3	2	2	1	4	0	75	130	5	120	15	30	20	300	10	70	95	10	2	1	75	70	0	105	10	25	20	400	10	70	100	10	4	80	100	0	20	400	10	70	90	10	2	99	4	0	4	4	4	4	4	2	4	2	2	4	4	3	3	4	4	4	4	4	4	4	3	4	4	4	4	1	4	3	3	4	2	4	4	4
819	2	3	2	5	3	2	5	1	18	1	3	4	2	1	3	2	2	1	4	0	60	95	5	110	20	30	20	400	5	70	120	10	4	1	50	50	2	85	15	25	20	400	5	70	120	10	4	65	85	5	20	400	5	70	110	10	1	99	4	0	4	4	4	4	4	2	4	2	2	4	4	3	3	4	4	4	4	4	4	4	3	4	4	4	4	1	4	3	3	4	2	4	4	4
820	2	3	2	5	3	2	5	1	18	1	3	4	2	1	3	2	2	1	4	0	100	95	10	85	15	30	20	600	5	110	95	10	4	1	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	2	99	4	0	4	4	4	4	4	2	4	2	2	4	4	3	3	4	4	4	4	4	4	4	3	4	4	4	4	1	4	3	3	4	2	4	4	4
821	2	3	2	5	3	2	5	1	18	1	3	4	2	1	3	2	2	1	4	0	60	70	5	120	15	30	15	600	7	70	95	5	4	1	50	30	0	105	10	25	15	600	7	70	100	5	4	65	60	0	15	600	7	70	90	5	1	99	4	0	4	4	4	4	4	2	4	2	2	4	4	3	3	4	4	4	4	4	4	4	3	4	4	4	4	1	4	3	3	4	2	4	4	4
822	2	3	2	5	3	2	5	1	18	1	3	4	2	1	3	2	2	1	4	0	100	95	15	85	10	20	15	600	7	110	150	10	4	1	90	50	4	70	5	15	15	600	7	90	150	10	4	115	85	10	15	600	7	110	140	10	2	99	4	0	4	4	4	4	4	2	4	2	2	4	4	3	3	4	4	4	4	4	4	4	3	4	4	4	4	1	4	3	3	4	2	4	4	4
823	1	3	2	2	2	2	5	1	1	1	2	2	2	2	3	4	1	1	2	3	75	70	7	110	20	20	20	600	10	70	120	5	1	5	75	30	2	85	15	15	20	400	10	70	120	5	4	80	60	5	20	600	10	70	110	5	1	100	0	0	5	3	1	3	4	2	4	3	3	5	1	3	1	3	3	3	4	2	5	4	1	5	3	4	4	3	3	4	2	4	4	4	4	1
824	1	3	2	2	2	2	5	1	1	1	2	2	2	2	3	4	1	1	2	3	75	130	5	120	15	30	20	300	10	70	95	10	3	5	75	70	0	105	10	25	20	400	10	70	100	10	2	80	100	0	20	400	10	70	90	10	2	100	0	0	5	3	1	3	4	2	4	3	3	5	1	3	1	3	3	3	4	2	5	4	1	5	3	4	4	3	3	4	2	4	4	4	4	1
825	1	3	2	2	2	2	5	1	1	1	2	2	2	2	3	4	1	1	2	3	60	95	5	110	20	30	20	400	5	70	120	10	3	5	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	100	0	0	5	3	1	3	4	2	4	3	3	5	1	3	1	3	3	3	4	2	5	4	1	5	3	4	4	3	3	4	2	4	4	4	4	1
826	1	3	2	2	2	2	5	1	1	1	2	2	2	2	3	4	1	1	2	3	100	95	10	85	15	30	20	600	5	110	95	10	4	5	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	2	100	0	0	5	3	1	3	4	2	4	3	3	5	1	3	1	3	3	3	4	2	5	4	1	5	3	4	4	3	3	4	2	4	4	4	4	1
827	1	3	2	2	2	2	5	1	1	1	2	2	2	2	3	4	1	1	2	3	60	70	5	120	15	30	15	600	7	70	95	5	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	100	0	0	5	3	1	3	4	2	4	3	3	5	1	3	1	3	3	3	4	2	5	4	1	5	3	4	4	3	3	4	2	4	4	4	4	1
828	1	3	2	2	2	2	5	1	1	1	2	2	2	2	3	4	1	1	2	3	100	95	15	85	10	20	15	600	7	110	150	10	1	5	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	100	0	0	5	3	1	3	4	2	4	3	3	5	1	3	1	3	3	3	4	2	5	4	1	5	3	4	4	3	3	4	2	4	4	4	4	1
829	2	3	3	3	2	2	5	1	2	1	3	7	2	2	1	4	2	1	1	3	75	70	7	110	20	20	20	600	10	70	120	5	2	1	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	101	3	0	5	5	5	3	3	2	2	4	1	5	2	4	4	5	5	4	2	2	4	4	5	5	4	4	4	4	4	4	2	4	4	4	4	4
830	2	3	3	3	2	2	5	1	2	1	3	7	2	2	1	4	2	1	1	3	75	130	5	120	15	30	20	300	10	70	95	10	2	1	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	3	101	3	0	5	5	5	3	3	2	2	4	1	5	2	4	4	5	5	4	2	2	4	4	5	5	4	4	4	4	4	4	2	4	4	4	4	4
831	2	3	3	3	2	2	5	1	2	1	3	7	2	2	1	4	2	1	1	3	60	95	5	110	20	30	20	400	5	70	120	10	2	1	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	101	3	0	5	5	5	3	3	2	2	4	1	5	2	4	4	5	5	4	2	2	4	4	5	5	4	4	4	4	4	4	2	4	4	4	4	4
832	2	3	3	3	2	2	5	1	2	1	3	7	2	2	1	4	2	1	1	3	100	95	10	85	15	30	20	600	5	110	95	10	2	1	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	2	101	3	0	5	5	5	3	3	2	2	4	1	5	2	4	4	5	5	4	2	2	4	4	5	5	4	4	4	4	4	4	2	4	4	4	4	4
833	2	3	3	3	2	2	5	1	2	1	3	7	2	2	1	4	2	1	1	3	60	70	5	120	15	30	15	600	7	70	95	5	2	1	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	1	101	3	0	5	5	5	3	3	2	2	4	1	5	2	4	4	5	5	4	2	2	4	4	5	5	4	4	4	4	4	4	2	4	4	4	4	4
834	2	3	3	3	2	2	5	1	2	1	3	7	2	2	1	4	2	1	1	3	100	95	15	85	10	20	15	600	7	110	150	10	2	1	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	101	3	0	5	5	5	3	3	2	2	4	1	5	2	4	4	5	5	4	2	2	4	4	5	5	4	4	4	4	4	4	2	4	4	4	4	4
835	1	3	3	4	1	1	5	1	1	2	2	7	2	3	1	4	4	2	2	3	75	70	7	110	20	20	20	600	10	70	120	5	3	3	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	103	0	2	3	4	4	2	2	5	5	4	3	3	1	1	4	3	3	4	5	5	5	5	4	4	4	4	3	3	4	4	4	4	2	3	1	3
836	1	3	3	4	1	1	5	1	1	2	2	7	2	3	1	4	4	2	2	3	75	130	5	120	15	30	20	300	10	70	95	10	3	3	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	3	103	0	2	3	4	4	2	2	5	5	4	3	3	1	1	4	3	3	4	5	5	5	5	4	4	4	4	3	3	4	4	4	4	2	3	1	3
837	1	3	3	4	1	1	5	1	1	2	2	7	2	3	1	4	4	2	2	3	60	95	5	110	20	30	20	400	5	70	120	10	3	3	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	103	0	2	3	4	4	2	2	5	5	4	3	3	1	1	4	3	3	4	5	5	5	5	4	4	4	4	3	3	4	4	4	4	2	3	1	3
838	1	3	3	4	1	1	5	1	1	2	2	7	2	3	1	4	4	2	2	3	100	95	10	85	15	30	20	600	5	110	95	10	3	3	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	2	103	0	2	3	4	4	2	2	5	5	4	3	3	1	1	4	3	3	4	5	5	5	5	4	4	4	4	3	3	4	4	4	4	2	3	1	3
839	1	3	3	4	1	1	5	1	1	2	2	7	2	3	1	4	4	2	2	3	60	70	5	120	15	30	15	600	7	70	95	5	3	3	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	103	0	2	3	4	4	2	2	5	5	4	3	3	1	1	4	3	3	4	5	5	5	5	4	4	4	4	3	3	4	4	4	4	2	3	1	3
840	1	3	3	4	1	1	5	1	1	2	2	7	2	3	1	4	4	2	2	3	100	95	15	85	10	20	15	600	7	110	150	10	3	3	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	103	0	2	3	4	4	2	2	5	5	4	3	3	1	1	4	3	3	4	5	5	5	5	4	4	4	4	3	3	4	4	4	4	2	3	1	3
841	1	3	3	3	2	2	6	1	21	1	2	5	2	3	1	4	4	1	3	2	75	70	7	110	20	20	20	600	10	70	120	5	3	3	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	104	4	4	4	4	5	5	4	4	4	4	5	5	4	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4
842	1	3	3	3	2	2	6	1	21	1	2	5	2	3	1	4	4	1	3	2	75	130	5	120	15	30	20	300	10	70	95	10	3	3	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	3	104	4	4	4	4	5	5	4	4	4	4	5	5	4	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4
843	1	3	3	3	2	2	6	1	21	1	2	5	2	3	1	4	4	1	3	2	60	95	5	110	20	30	20	400	5	70	120	10	3	3	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	104	4	4	4	4	5	5	4	4	4	4	5	5	4	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4
844	1	3	3	3	2	2	6	1	21	1	2	5	2	3	1	4	4	1	3	2	100	95	10	85	15	30	20	600	5	110	95	10	3	3	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	2	104	4	4	4	4	5	5	4	4	4	4	5	5	4	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4
845	1	3	3	3	2	2	6	1	21	1	2	5	2	3	1	4	4	1	3	2	60	70	5	120	15	30	15	600	7	70	95	5	3	3	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	1	104	4	4	4	4	5	5	4	4	4	4	5	5	4	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4
846	1	3	3	3	2	2	6	1	21	1	2	5	2	3	1	4	4	1	3	2	100	95	15	85	10	20	15	600	7	110	150	10	3	3	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	104	4	4	4	4	5	5	4	4	4	4	5	5	4	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4
847	1	3	3	5	3	2	6	1	1	1	3	6	2	3	1	4	2	1	2	2	75	70	7	110	20	20	20	600	10	70	120	5	2	1	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	105	3	0	4	4	3	3	1	4	4	4	2	1	1	2	4	4	5	3	3	4	5	3	4	4	4	4	3	2	4	5	2	3	4	4	1	4
848	1	3	3	5	3	2	6	1	1	1	3	6	2	3	1	4	2	1	2	2	75	130	5	120	15	30	20	300	10	70	95	10	2	1	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	2	105	3	0	4	4	3	3	1	4	4	4	2	1	1	2	4	4	5	3	3	4	5	3	4	4	4	4	3	2	4	5	2	3	4	4	1	4
849	1	3	3	5	3	2	6	1	1	1	3	6	2	3	1	4	2	1	2	2	60	95	5	110	20	30	20	400	5	70	120	10	2	1	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	105	3	0	4	4	3	3	1	4	4	4	2	1	1	2	4	4	5	3	3	4	5	3	4	4	4	4	3	2	4	5	2	3	4	4	1	4
850	1	3	3	5	3	2	6	1	1	1	3	6	2	3	1	4	2	1	2	2	100	95	10	85	15	30	20	600	5	110	95	10	1	1	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	1	105	3	0	4	4	3	3	1	4	4	4	2	1	1	2	4	4	5	3	3	4	5	3	4	4	4	4	3	2	4	5	2	3	4	4	1	4
851	1	3	3	5	3	2	6	1	1	1	3	6	2	3	1	4	2	1	2	2	60	70	5	120	15	30	15	600	7	70	95	5	2	1	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	105	3	0	4	4	3	3	1	4	4	4	2	1	1	2	4	4	5	3	3	4	5	3	4	4	4	4	3	2	4	5	2	3	4	4	1	4
852	1	3	3	5	3	2	6	1	1	1	3	6	2	3	1	4	2	1	2	2	100	95	15	85	10	20	15	600	7	110	150	10	2	1	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	105	3	0	4	4	3	3	1	4	4	4	2	1	1	2	4	4	5	3	3	4	5	3	4	4	4	4	3	2	4	5	2	3	4	4	1	4
853	1	3	2	3	2	2	5	1	2	1	1	5	2	2	4	2	2	1	1	1	75	70	7	110	20	20	20	600	10	70	120	5	4	5	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	106	0	0	4	2	4	5	5	2	5	2	1	1	2	3	1	4	5	3	3	3	4	2	4	5	4	5	4	5	3	5	1	4	2	2	1	4
854	1	3	2	3	2	2	5	1	2	1	1	5	2	2	4	2	2	1	1	1	75	130	5	120	15	30	20	300	10	70	95	10	4	5	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	3	106	0	0	4	2	4	5	5	2	5	2	1	1	2	3	1	4	5	3	3	3	4	2	4	5	4	5	4	5	3	5	1	4	2	2	1	4
855	1	3	2	3	2	2	5	1	2	1	1	5	2	2	4	2	2	1	1	1	60	95	5	110	20	30	20	400	5	70	120	10	4	5	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	106	0	0	4	2	4	5	5	2	5	2	1	1	2	3	1	4	5	3	3	3	4	2	4	5	4	5	4	5	3	5	1	4	2	2	1	4
856	1	3	2	3	2	2	5	1	2	1	1	5	2	2	4	2	2	1	1	1	100	95	10	85	15	30	20	600	5	110	95	10	4	5	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	2	106	0	0	4	2	4	5	5	2	5	2	1	1	2	3	1	4	5	3	3	3	4	2	4	5	4	5	4	5	3	5	1	4	2	2	1	4
857	1	3	2	3	2	2	5	1	2	1	1	5	2	2	4	2	2	1	1	1	60	70	5	120	15	30	15	600	7	70	95	5	4	5	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	1	106	0	0	4	2	4	5	5	2	5	2	1	1	2	3	1	4	5	3	3	3	4	2	4	5	4	5	4	5	3	5	1	4	2	2	1	4
858	1	3	2	3	2	2	5	1	2	1	1	5	2	2	4	2	2	1	1	1	100	95	15	85	10	20	15	600	7	110	150	10	4	5	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	106	0	0	4	2	4	5	5	2	5	2	1	1	2	3	1	4	5	3	3	3	4	2	4	5	4	5	4	5	3	5	1	4	2	2	1	4
859	1	3	2	5	5	2	4	1	14	1	2	5	1	3	4	8	1	1	1	3	75	70	7	110	20	20	20	600	10	70	120	5	3	1	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	107	0	0	3	4	4	4	4	2	3	2	1	2	2	3	1	4	5	3	4	3	5	4	4	5	5	5	5	5	5	5	3	4	4	4	2	4
860	1	3	2	5	5	2	4	1	14	1	2	5	1	3	4	8	1	1	1	3	75	130	5	120	15	30	20	300	10	70	95	10	3	1	75	70	0	105	10	25	20	400	10	70	100	10	2	80	100	0	20	400	10	70	90	10	1	107	0	0	3	4	4	4	4	2	3	2	1	2	2	3	1	4	5	3	4	3	5	4	4	5	5	5	5	5	5	5	3	4	4	4	2	4
861	1	3	2	5	5	2	4	1	14	1	2	5	1	3	4	8	1	1	1	3	60	95	5	110	20	30	20	400	5	70	120	10	1	1	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	107	0	0	3	4	4	4	4	2	3	2	1	2	2	3	1	4	5	3	4	3	5	4	4	5	5	5	5	5	5	5	3	4	4	4	2	4
862	1	3	2	5	5	2	4	1	14	1	2	5	1	3	4	8	1	1	1	3	100	95	10	85	15	30	20	600	5	110	95	10	1	1	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	1	107	0	0	3	4	4	4	4	2	3	2	1	2	2	3	1	4	5	3	4	3	5	4	4	5	5	5	5	5	5	5	3	4	4	4	2	4
863	1	3	2	5	5	2	4	1	14	1	2	5	1	3	4	8	1	1	1	3	60	70	5	120	15	30	15	600	7	70	95	5	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	107	0	0	3	4	4	4	4	2	3	2	1	2	2	3	1	4	5	3	4	3	5	4	4	5	5	5	5	5	5	5	3	4	4	4	2	4
864	1	3	2	5	5	2	4	1	14	1	2	5	1	3	4	8	1	1	1	3	100	95	15	85	10	20	15	600	7	110	150	10	2	1	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	107	0	0	3	4	4	4	4	2	3	2	1	2	2	3	1	4	5	3	4	3	5	4	4	5	5	5	5	5	5	5	3	4	4	4	2	4
865	2	2	3	3	4	1	7	1	3	1	2	6	2	2	1	5	2	1	4	2	75	70	7	110	20	20	20	600	10	70	120	5	1	1	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	13	3	3	1	3	1	1	4	4	4	3	2	4	1	3	2	3	3	4	5	5	5	5	5	5	5	5	5	3	5	5	4	5	4	4	4	4
866	2	2	3	3	4	1	7	1	3	1	2	6	2	2	1	5	2	1	4	2	75	130	5	120	15	30	20	300	10	70	95	10	4	1	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	3	13	3	3	1	3	1	1	4	4	4	3	2	4	1	3	2	3	3	4	5	5	5	5	5	5	5	5	5	3	5	5	4	5	4	4	4	4
867	2	2	3	3	4	1	7	1	3	1	2	6	2	2	1	5	2	1	4	2	60	95	5	110	20	30	20	400	5	70	120	10	1	1	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	13	3	3	1	3	1	1	4	4	4	3	2	4	1	3	2	3	3	4	5	5	5	5	5	5	5	5	5	3	5	5	4	5	4	4	4	4
868	2	2	3	3	4	1	7	1	3	1	2	6	2	2	1	5	2	1	4	2	100	95	10	85	15	30	20	600	5	110	95	10	4	1	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	2	13	3	3	1	3	1	1	4	4	4	3	2	4	1	3	2	3	3	4	5	5	5	5	5	5	5	5	5	3	5	5	4	5	4	4	4	4
869	2	2	3	3	4	1	7	1	3	1	2	6	2	2	1	5	2	1	4	2	60	70	5	120	15	30	15	600	7	70	95	5	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	13	3	3	1	3	1	1	4	4	4	3	2	4	1	3	2	3	3	4	5	5	5	5	5	5	5	5	5	3	5	5	4	5	4	4	4	4
870	2	2	3	3	4	1	7	1	3	1	2	6	2	2	1	5	2	1	4	2	100	95	15	85	10	20	15	600	7	110	150	10	1	1	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	13	3	3	1	3	1	1	4	4	4	3	2	4	1	3	2	3	3	4	5	5	5	5	5	5	5	5	5	3	5	5	4	5	4	4	4	4
871	2	2	1	4	2	4	5	1	6	1	2	5	2	1	3	3	1	1	4	2	75	70	7	110	20	20	20	600	10	70	120	5	2	1	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	19	0	0	1	2	1	4	4	3	4	5	2	5	1	2	5	3	5	3	3	5	5	4	3	4	4	3	4	4	3	5	3	5	4	3	4	4
872	2	2	1	4	2	4	5	1	6	1	2	5	2	1	3	3	1	1	4	2	75	130	5	120	15	30	20	300	10	70	95	10	2	1	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	2	19	0	0	1	2	1	4	4	3	4	5	2	5	1	2	5	3	5	3	3	5	5	4	3	4	4	3	4	4	3	5	3	5	4	3	4	4
873	2	2	1	4	2	4	5	1	6	1	2	5	2	1	3	3	1	1	4	2	60	95	5	110	20	30	20	400	5	70	120	10	2	1	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	19	0	0	1	2	1	4	4	3	4	5	2	5	1	2	5	3	5	3	3	5	5	4	3	4	4	3	4	4	3	5	3	5	4	3	4	4
874	2	2	1	4	2	4	5	1	6	1	2	5	2	1	3	3	1	1	4	2	100	95	10	85	15	30	20	600	5	110	95	10	2	1	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	2	19	0	0	1	2	1	4	4	3	4	5	2	5	1	2	5	3	5	3	3	5	5	4	3	4	4	3	4	4	3	5	3	5	4	3	4	4
875	2	2	1	4	2	4	5	1	6	1	2	5	2	1	3	3	1	1	4	2	60	70	5	120	15	30	15	600	7	70	95	5	2	1	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	19	0	0	1	2	1	4	4	3	4	5	2	5	1	2	5	3	5	3	3	5	5	4	3	4	4	3	4	4	3	5	3	5	4	3	4	4
876	2	2	1	4	2	4	5	1	6	1	2	5	2	1	3	3	1	1	4	2	100	95	15	85	10	20	15	600	7	110	150	10	2	1	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	19	0	0	1	2	1	4	4	3	4	5	2	5	1	2	5	3	5	3	3	5	5	4	3	4	4	3	4	4	3	5	3	5	4	3	4	4
877	2	2	2	3	3	4	5	1	4	1	2	5	1	2	3	4	2	1	1	2	75	70	7	110	20	20	20	600	10	70	120	5	2	1	75	30	2	85	15	15	20	400	10	70	120	5	4	80	60	5	20	600	10	70	110	5	1	40	1	0	5	3	4	3	5	2	5	2	1	5	1	3	3	5	5	3	5	3	5	5	3	5	5	5	3	4	5	4	1	5	2	4	4	5
878	2	2	2	3	3	4	5	1	4	1	2	5	1	2	3	4	2	1	1	2	75	130	5	120	15	30	20	300	10	70	95	10	4	1	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	2	40	1	0	5	3	4	3	5	2	5	2	1	5	1	3	3	5	5	3	5	3	5	5	3	5	5	5	3	4	5	4	1	5	2	4	4	5
879	2	2	2	3	3	4	5	1	4	1	2	5	1	2	3	4	2	1	1	2	60	95	5	110	20	30	20	400	5	70	120	10	1	1	50	50	2	85	15	25	20	400	5	70	120	10	4	65	85	5	20	400	5	70	110	10	1	40	1	0	5	3	4	3	5	2	5	2	1	5	1	3	3	5	5	3	5	3	5	5	3	5	5	5	3	4	5	4	1	5	2	4	4	5
880	2	2	2	3	3	4	5	1	4	1	2	5	1	2	3	4	2	1	1	2	100	95	10	85	15	30	20	600	5	110	95	10	4	1	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	1	40	1	0	5	3	4	3	5	2	5	2	1	5	1	3	3	5	5	3	5	3	5	5	3	5	5	5	3	4	5	4	1	5	2	4	4	5
881	2	2	2	3	3	4	5	1	4	1	2	5	1	2	3	4	2	1	1	2	60	70	5	120	15	30	15	600	7	70	95	5	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	40	1	0	5	3	4	3	5	2	5	2	1	5	1	3	3	5	5	3	5	3	5	5	3	5	5	5	3	4	5	4	1	5	2	4	4	5
882	2	2	2	3	3	4	5	1	4	1	2	5	1	2	3	4	2	1	1	2	100	95	15	85	10	20	15	600	7	110	150	10	4	1	90	50	4	70	5	15	15	600	7	90	150	10	4	115	85	10	15	600	7	110	140	10	1	40	1	0	5	3	4	3	5	2	5	2	1	5	1	3	3	5	5	3	5	3	5	5	3	5	5	5	3	4	5	4	1	5	2	4	4	5
883	2	2	2	4	1	4	4	1	6	1	1	5	2	3	3	4	1	2	1	1	75	70	7	110	20	20	20	600	10	70	120	5	2	1	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	42	0	0	5	2	5	2	5	2	5	2	2	5	5	4	5	3	3	4	4	5	5	5	4	4	5	5	5	3	2	5	4	5	2	3	5	2
884	2	2	2	4	1	4	4	1	6	1	1	5	2	3	3	4	1	2	1	1	75	130	5	120	15	30	20	300	10	70	95	10	2	1	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	3	42	0	0	5	2	5	2	5	2	5	2	2	5	5	4	5	3	3	4	4	5	5	5	4	4	5	5	5	3	2	5	4	5	2	3	5	2
